"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2016-03-31,"53563","WI","Janesville","Rock","Town of Milton",9088,1029,0.0178041543026706,0.0228628230616302,0.0127952755905512,4550
2016-03-31,"20882","MD","Washington","Montgomery","Damascus",9089,2506,0.00723472668810289,0.00683005222981117,-0.0218579234972678,4882
2016-03-31,"54971","WI","Fond du Lac","Fond du Lac","Ripon",9090,791,0.0154043645699615,0.018018018018018,-0.225269343780607,3555
2016-03-31,"11416","NY","New York","Queens","New York",9091,2144,0.00657276995305164,0.020952380952381,0.100051308363263,3799
2016-03-31,"62454","IL",,"Crawford","Robinson",9092,1306,0.0211102423768569,0.0592051905920519,0.0617886178861789,3498
2016-03-31,"33982","FL","Punta Gorda","Charlotte","Punta Gorda",9093,1447,0.0175808720112518,0.0226148409893993,0.0240622788393489,3067
2016-03-31,"76164","TX","Dallas-Fort Worth","Tarrant","Fort Worth",9094,928,0.00107874865156419,-0.00748663101604278,-0.0138150903294368,4167
2016-03-31,"70113","LA","New Orleans","Orleans","New Orleans",9095,1540,-0.00323624595469256,-0.0563725490196078,-0.107246376811594,1167
2016-03-31,"35660","AL","Florence","Colbert","Sheffield",9096,751,0.00133333333333333,0,-0.0157273918741809,3514
2016-03-31,"21788","MD","Washington","Frederick","Thurmont",9097,1551,-0.000644329896907216,-0.00128783000643915,-0.00767754318618042,4527
2016-03-31,"34429","FL","Homosassa Springs","Citrus","Crystal River",9098,1055,0.0312805474095797,0.055,0.055,4380
2016-03-31,"93109","CA","Santa Maria-Santa Barbara, CA","Santa Barbara","Santa Barbara",9099,4071,0.025182573659028,0.0744259699129058,0.0356143474942763,3525
2016-03-31,"07009","NJ","New York","Essex","Cedar Grove",9100,2291,-0.0120741699008193,-0.0288257736328953,0.0499541704857928,4077
2016-03-31,"32776","FL","Orlando","Lake","Sorrento",9101,1352,0.0022238695329874,-0.00073909830007391,0.00520446096654275,3458
2016-03-31,"76088","TX","Dallas-Fort Worth","Parker","Weatherford",9102,1480,0.0013531799729364,0.0206896551724138,0.0578984989278056,4188
2016-03-31,"28470","NC","Myrtle Beach","Brunswick","Shallotte",9103,1242,0.00323101777059774,0,-0.0150674068199841,3799
2016-03-31,"01754","MA","Boston","Middlesex","Maynard",9104,2185,0.0092378752886836,0.0191231343283582,0.0695056289769946,3685
2016-03-31,"98019","WA","Seattle","King","Duvall",9105,2347,0.00946236559139785,0.0151384083044983,0.0845656192236599,3831
2016-03-31,"44408","OH","Salem, OH","Columbiana","Columbiana",9106,1064,-0.00560747663551402,-0.038843721770551,0.0280193236714976,3721
2016-03-31,"28778","NC","Asheville","Buncombe","Swannanoa",9107,1208,0.00666666666666667,0.00415627597672485,0.0395869191049914,3223
2016-03-31,"78756","TX","Austin","Travis","Austin",9108,2126,-0.00281425891181989,-0.0207277752187932,0.0123809523809524,3015
2016-03-31,"01463","MA","Boston","Middlesex","Town of Pepperell",9109,2134,0.00660377358490566,0.0299227799227799,0.0910020449897751,3774
2016-03-31,"92617","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Irvine",9110,2647,0.0255714839209609,0.0487321711568938,0.116877637130802,854
2016-03-31,"86413","AZ","Lake Havasu City","Mohave","Golden Valley",9111,752,0.010752688172043,0.010752688172043,-0.0195567144719687,1907
2016-03-31,"54615","WI",,"Jackson","Black River Falls",9112,967,0.0051975051975052,0.0265392781316348,-0.0666023166023166,2885
2016-03-31,"01879","MA","Boston","Middlesex","Tyngsboro",9113,2211,0.00545702592087312,0.0207756232686981,0.0989065606361829,4236
2016-03-31,"11576","NY","New York","Nassau","Roslyn",9114,4534,0.00509864774994458,0.0143176733780761,0.118125770653514,5035
2016-03-31,"17702","PA","Williamsport","Lycoming","South Williamsport",9115,1002,0,0.01417004048583,-0.0582706766917293,3731
2016-03-31,"18071","PA","Allentown","Carbon","Palmerton",9116,1103,-0.0151785714285714,-0.0417028670721112,-0.0307557117750439,3435
2016-03-31,"24293","VA","Big Stone Gap, VA","Wise","Wise",9117,1097,0.0110599078341014,0.0157407407407407,0.0427756653992395,888
2016-03-31,"35906","AL","Gadsden","Etowah","Rainbow City",9118,974,0.0241850683491062,0.00412371134020619,-0.0346878097125867,3057
2016-03-31,"22827","VA","Harrisonburg","Rockingham","Elkton",9119,1060,0.0104861773117255,0.0392156862745098,0.103017689906348,2448
2016-03-31,"14870","NY","Corning","Steuben","Gang Mills",9120,1422,0.00708215297450425,0.00282087447108604,-0.0632411067193676,2757
2016-03-31,"39567","MS","Gulfport","Jackson","Pascagoula",9121,939,-0.00424178154825027,-0.00634920634920635,0.00751072961373391,4375
2016-03-31,"98148","WA","Seattle","King","Burien",9122,1744,0.00518731988472622,0.00345224395857307,0.051869722557298,2368
2016-03-31,"60712","IL","Chicago","Cook","Lincolnwood",9123,2106,-0.00142247510668563,0.00285714285714286,0.0420583869371598,4978
2016-03-31,"06120","CT","Hartford","Hartford","Hartford",9124,1130,0.0125448028673835,0.0152740341419587,0.0134529147982063,1544
2016-03-31,"98948","WA","Yakima","Yakima","Toppenish",9125,858,0.00704225352112676,-0.0115207373271889,-0.028312570781427,2601
2016-03-31,"44044","OH","Cleveland","Lorain","Grafton",9126,1169,0.00429553264604811,0.0391111111111111,0.0112456747404844,4381
2016-03-31,"15656","PA","Pittsburgh","Westmoreland","Allegheny Township",9127,988,0.0196078431372549,0.0443974630021142,0.0669546436285097,3921
2016-03-31,"06239","CT","Worcester","Windham","Killingly",9128,1298,-0.00153846153846154,-0.00383729854182655,-0.0335070737155622,3458
2016-03-31,"90701","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Artesia",9129,2319,0.00607375271149675,0.0100174216027875,0.0343443354148082,3533
2016-03-31,"95811","CA","Sacramento","Sacramento","Sacramento",9130,1442,0.0190812720848057,0.0449275362318841,0.0891238670694864,1577
2016-03-31,"78578","TX","Brownsville","Cameron","Port Isabel",9131,1246,-0.0165745856353591,-0.00479233226837061,0.0340248962655602,4959
2016-03-31,"05495","VT","Burlington","Chittenden","Williston",9132,2073,0.057113717491076,0.128470332063146,0.0740932642487047,3548
2016-03-31,"04730","ME",,"Aroostook","Town of Houlton",9133,876,0.0138888888888889,0.0233644859813084,0.0391459074733096,3247
2016-03-31,"72616","AR",,"Carroll","Berryville",9134,908,0.00331491712707182,-0.0021978021978022,-0.0119695321001088,2542
2016-03-31,"81006","CO","Pueblo","Pueblo","Pueblo",9135,1226,0.0140612076095947,0.0191188694929343,0.0688753269398431,4115
2016-03-31,"07604","NJ","New York","Bergen","Hasbrouck Heights",9136,2382,0.00932203389830509,0.0298313878080415,0.00804062632247144,3434
2016-03-31,"98077","WA","Seattle","King","Woodinville",9137,2837,0.00602836879432624,0.00817341862117982,0.0861408882082695,4516
2016-03-31,"84087","UT","Ogden","Davis","Woods Cross",9138,1403,0.00717875089734386,0.010806916426513,0.0122655122655123,4615
2016-03-31,"56071","MN","Minneapolis-St Paul","Scott","New Prague",9139,1456,0.00552486187845304,0.000687285223367698,0.0224719101123596,4100
2016-03-31,"26354","WV","Clarksburg","Taylor","Grafton",9140,858,0.0141843971631206,0.0287769784172662,-0.00348432055749129,3004
2016-03-31,"90014","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",9141,2242,0.00538116591928251,0.0265567765567766,0.0560527555346208,1226
2016-03-31,"79772","TX","Pecos","Reeves","Pecos",9142,1051,0.00382043935052531,0.00960614793467819,0.04995004995005,2312
2016-03-31,"32222","FL","Jacksonville","Duval","Jacksonville",9143,1213,0.00165152766308836,-0.00492206726825267,-0.0106035889070147,2954
2016-03-31,"98346","WA","Bremerton","Kitsap","Kingston",9144,1654,0.000604960677555959,0.00121065375302663,0.0705501618122977,3552
2016-03-31,"44890","OH","Norwalk","Huron","Willard",9145,838,0.0269607843137255,0.109933774834437,1.17098445595855,3724
2016-03-31,"49837","MI","Escanaba","Delta","Gladstone",9146,909,0.00110132158590308,0.00887902330743618,0.0795724465558195,5636
2016-03-31,"43023","OH","Columbus","Licking","Granville",9147,1624,0,-0.0103595368677636,0.0194601381042059,4028
2016-03-31,"73025","OK","Oklahoma City","Oklahoma","Edmond",9148,2224,-0.00625558534405719,-0.015493581230633,-0.0372294372294372,4560
2016-03-31,"64075","MO","Kansas City","Jackson","Oak Grove",9149,1007,-0.00494071146245059,0.00499001996007984,-0.000992063492063492,3560
2016-03-31,"55807","MN","Duluth","Saint Louis","Duluth",9150,971,0.005175983436853,-0.02997002997003,-0.0270541082164329,4004
2016-03-31,"62918","IL","Carbondale","Williamson","Carterville",9151,965,0.012591815320042,-0.0281973816717019,-0.173801369863014,3432
2016-03-31,"37879","TN",,"Claiborne","Tazewell",9152,852,-0.00350877192982456,-0.0127462340672074,-0.0251716247139588,4265
2016-03-31,"91108","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","San Marino",9153,8424,0.00333492139113864,0.00849994014126661,0.0712105798575788,4591
2016-03-31,"82240","WY",,"Goshen","Torrington",9154,1102,0.00639269406392694,0.00639269406392694,-0.0548885077186964,3019
2016-03-31,"97862","OR","Hermiston-Pendleton, OR","Umatilla","Milton Freewater",9155,1093,0.0234082397003745,0.0663414634146341,0.0621963070942663,3129
2016-03-31,"70445","LA","New Orleans","Saint Tammany","Lacombe",9156,1302,0.0100853374709077,-0.00153374233128834,-0.0326894502228826,4504
2016-03-31,"76426","TX","Dallas-Fort Worth","Wise","Bridgeport",9157,1054,-0.0131086142322097,-0.0882352941176471,-0.132510288065844,2776
2016-03-31,"76645","TX",,"Hill","Hillsboro",9158,1038,0.00581395348837209,0.0087463556851312,0.00972762645914397,2894
2016-03-31,"08620","NJ","Trenton","Mercer","Yardville-Groveville",9159,1829,0.00993926007730536,0.0172413793103448,-0.00651819663226507,3988
2016-03-31,"04736","ME",,"Aroostook","Caribou",9160,940,-0.00423728813559322,-0.00739176346356917,0.0573678290213723,3078
2016-03-31,"07436","NJ","New York","Bergen","Oakland",9161,2537,0.00594766058683584,0.0308817553839902,-0.00118110236220472,4524
2016-03-31,"19086","PA","Philadelphia","Delaware","Nether Providence",9162,2056,-0.0105871029836381,-0.0333803479078514,0.063081695966908,4562
2016-03-31,"38672","MS","Memphis","DeSoto","Southaven",9163,1529,0,0.00196592398427261,0.0112433862433862,4041
2016-03-31,"30620","GA","Atlanta","Barrow","Bethlehem",9164,1116,0.00269541778975741,0.0045004500450045,0.0108695652173913,4049
2016-03-31,"37062","TN","Nashville","Williamson","Fairview",9165,1645,0.0098219766728054,0.0204714640198511,0.0230099502487562,4504
2016-03-31,"67235","KS","Wichita","Sedgwick","Wichita",9166,1505,0.00400266844563042,-0.0059445178335535,-0.058786741713571,4892
2016-03-31,"34428","FL","Homosassa Springs","Citrus","Crystal River",9167,1057,0.0282101167315175,0.0559440559440559,-0.00657894736842105,3328
2016-03-31,"27052","NC","Winston-Salem","Stokes","Walnut Cove",9168,1028,0.00488758553274682,0.00883218842001963,0.0218687872763419,2291
2016-03-31,"74745","OK",,"McCurtain","Idabel",9169,846,-0.00587544065804935,-0.0331428571428571,0.0804597701149425,2901
2016-03-31,"41144","KY","Huntington","Greenup","Greenup",9170,813,0.01625,0.0330368487928844,0.0175219023779725,4415
2016-03-31,"92252","CA","Riverside","San Bernardino","Joshua Tree",9171,860,0.00467289719626168,-0.00921658986175115,0.0082063305978898,4712
2016-03-31,"92313","CA","Riverside","San Bernardino","Grand Terrace",9172,1724,0.00232558139534884,0.0040768782760629,0.0348139255702281,3162
2016-03-31,"94305","CA","San Jose","Santa Clara","Stanford",9173,7248,0.0129979035639413,0.024741976530468,0.0782505206783695,924
2016-03-31,"95334","CA","Merced","Merced","Livingston",9174,1096,0.011070110701107,0.0359168241965974,0.112690355329949,3136
2016-03-31,"18324","PA","New York","Pike","Lehman Township",9175,1199,0.000834724540901503,0.000834724540901503,-0.0107260726072607,4157
2016-03-31,"89703","NV","Carson City","Carson City","Carson City",9176,1450,0.013277428371768,0.0261854210898797,0.0653930933137399,3870
2016-03-31,"08402","NJ","Atlantic City","Atlantic","Margate City",9177,7419,0.0536855560289732,0.107313432835821,0.126309397297708,7378
2016-03-31,"02465","MA","Boston","Middlesex","Newton",9178,2941,0.00753682768071257,0.0176470588235294,0.0605842048323116,4068
2016-03-31,"08512","NJ","New York","Middlesex","Cranbury Township",9179,2586,0.00310318076027929,0.0149136577708006,0.0559412004899959,2887
2016-03-31,"32640","FL","Palatka","Putnam","Hawthorne",9180,1100,-0.0099009900990099,-0.0222222222222222,0.123595505617978,2918
2016-03-31,"49333","MI","Grand Rapids","Barry","Middleville",9181,1288,0.011783189316575,0.0295763389288569,0.0906011854360711,4499
2016-03-31,"62863","IL",,"Wabash","Mount Carmel",9182,1340,0.0236822001527884,0.0501567398119122,0.0252486610558531,2914
2016-03-31,"49107","MI","Niles","Berrien","Buchanan",9183,924,0.0142700329308452,0.0301003344481605,-0.0503597122302158,5170
2016-03-31,"17003","PA","Lebanon","Lebanon","Annville",9184,1148,0.0123456790123457,0.0186335403726708,0.0259159964253798,3092
2016-03-31,"24016","VA","Roanoke","Roanoke City","Roanoke",9185,926,0.00108108108108108,-0.0117395944503735,0.16624685138539,2890
2016-03-31,"28425","NC","Wilmington","Pender","Burgaw",9186,869,0.00812064965197216,-0.010250569476082,-0.0279642058165548,3255
2016-03-31,"85344","AZ",,"La Paz","Parker",9187,1135,0.0115864527629234,0.025293586269196,0.0431985294117647,2620
2016-03-31,"24251","VA","Kingsport","Scott","Gate City",9188,900,0.00671140939597316,0.0022271714922049,0.00896860986547085,4672
2016-03-31,"46173","IN",,"Rush","Rushville",9189,819,0.0148698884758364,0.0199252801992528,0.00122249388753056,3825
2016-03-31,"14605","NY","Rochester","Monroe","Rochester",9190,793,0.0114795918367347,0.00506970849176172,-0.0364520048602673,2262
2016-03-31,"15084","PA","Pittsburgh","Allegheny","Tarentum",9191,911,0.0022002200220022,0.00662983425414365,0.0122222222222222,3936
2016-03-31,"46405","IN","Chicago","Lake","Lake Station",9192,787,0.0128700128700129,0.00639386189258312,-0.00126903553299492,5875
2016-03-31,"10803","NY","New York","Westchester","Pelham",9193,4667,0.0128038194444444,0.0387269085243712,0.202215352910871,3624
2016-03-31,"30531","GA","Cornelia","Habersham","Cornelia",9194,1004,0.0172239108409321,0.0203252032520325,0.0297435897435897,4073
2016-03-31,"84066","UT",,"Duchesne","Roosevelt",9195,1059,-0.00282485875706215,-0.0381471389645777,-0.141119221411192,2341
2016-03-31,"04769","ME",,"Aroostook","Presque Isle",9196,982,-0.00808080808080808,-0.00908173562058527,0.0850828729281768,3236
2016-03-31,"06268","CT","Hartford","Tolland","Town of Mansfield",9197,1789,0.0084554678692221,0.0228702115494568,0.0383052814857806,2381
2016-03-31,"78003","TX","San Antonio","Bandera","Bandera",9198,1577,0.00254291163382072,0.0354563361785949,0.360655737704918,1668
2016-03-31,"36105","AL","Montgomery","Montgomery","Montgomery",9199,689,-0.0100574712643678,-0.0377094972067039,-0.0638586956521739,4976
2016-03-31,"03909","ME","Portland","York","Cape Neddick",9200,1747,0.0109953703703704,0.0405002977963073,0.0492492492492492,14145
2016-03-31,"68112","NE","Omaha","Douglas","Omaha",9201,911,0.0022002200220022,-0.00219058050383352,-0.00219058050383352,8233
2016-03-31,"42261","KY","Bowling Green","Butler","Morgantown",9202,812,0.00744416873449132,0.00869565217391304,-0.00368098159509202,2086
2016-03-31,"03570","NH","Berlin","Coos","Berlin",9203,1017,0.0231388329979879,0.034587995930824,-0.0887096774193548,3737
2016-03-31,"72560","AR",,"Stone","Mountain View",9204,899,0.00446927374301676,0.007847533632287,-0.055672268907563,2611
2016-03-31,"44481","OH","Youngstown","Trumbull","Lordstown",9205,739,0.0263888888888889,0.0633093525179856,-0.192349726775956,3094
2016-03-31,"35228","AL","Birmingham","Jefferson","Midfield",9206,747,0.00403225806451613,0.00809716599190283,-0.004,4431
2016-03-31,"80621","CO","Greeley","Weld","Fort Lupton",9207,1441,0.000694444444444444,0.0126493323963457,0.0241648898365316,3569
2016-03-31,"43103","OH","Columbus","Pickaway","Ashville",9208,1293,0.000773993808049536,-0.00154440154440154,0.0221343873517787,3139
2016-03-31,"92067","CA","San Diego","San Diego","Rancho Santa Fe",9209,11895,0.00134691472346157,0.00882028665931643,0.0846174888301267,1886
2016-03-31,"78256","TX","San Antonio","Bexar","San Antonio",9210,2684,0.000372717107715244,0.00111898545318911,0.00599700149925038,1753
2016-03-31,"92241","CA","Riverside","Riverside","Desert Hot Springs",9211,1414,0.00283687943262411,-0.00702247191011236,-0.00771929824561404,1183
2016-03-31,"16412","PA","Erie","Erie","Washington Township",9212,1117,0.0126926563916591,-0.000894454382826476,0.000896057347670251,2570
2016-03-31,"71852","AR",,"Howard","Nashville",9213,853,0.0203349282296651,0.0240096038415366,0.019115890083632,2950
2016-03-31,"60554","IL","Chicago","Kane","Sugar Grove",9214,2004,-0.00496524329692155,-0.0123213405618531,0.0121212121212121,4402
2016-03-31,"21047","MD","Baltimore","Harford","Fallston",9215,2113,-0.00330188679245283,-0.00937646507266761,0.0105212816834051,4571
2016-03-31,"36467","AL",,"Covington","Opp",9216,849,-0.00352112676056338,-0.0127906976744186,-0.00235017626321974,2981
2016-03-31,"33976","FL","Fort Myers","Lee","Lehigh Acres",9217,1093,0.0176908752327747,0.0272556390977444,0.12796697626419,5757
2016-03-31,"02921","RI","Providence","Providence","Cranston",9218,1782,0.0148063781321185,0.0194508009153318,-0.025164113785558,4105
2016-03-31,"19004","PA","Philadelphia","Montgomery","Lower Merion Township",9219,2475,-0.0111865761086696,-0.0290309925460965,0.0252692626346313,4165
2016-03-31,"67219","KS","Wichita","Sedgwick","Park City",9220,783,-0.00127551020408163,0.00256081946222791,0.00256081946222791,4649
2016-03-31,"38462","TN",,"Lewis","Hohenwald",9221,800,0.00628930817610063,0.00125156445556946,-0.0303030303030303,5218
2016-03-31,"05408","VT","Burlington","Chittenden","Burlington",9222,1860,0.0180623973727422,0.0622501427755568,0.0634648370497427,6621
2016-03-31,"02330","MA","Boston","Plymouth","Carver",9223,1878,0.0156841535965387,-0.000532197977647685,0.0830449826989619,3451
2016-03-31,"36604","AL","Mobile","Mobile","Mobile",9224,894,-0.00223214285714286,0.00336700336700337,0.075812274368231,3954
2016-03-31,"23664","VA","Virginia Beach","Hampton City","Hampton",9225,1325,-0.000754147812971343,0.00607441154138193,0.0114503816793893,4467
2016-03-31,"76905","TX","San Angelo","Tom Green","San Angelo",9226,1228,0.00326797385620915,0.00163132137030995,0.0715532286212914,3137
2016-03-31,"29702","SC","Gaffney","Cherokee","Blacksburg",9227,891,0.015963511972634,-0.00558035714285714,0.0113507377979569,3199
2016-03-31,"17340","PA","Gettysburg","Adams","Littlestown",9228,1296,0,0.0062111801242236,0.0579591836734694,5531
2016-03-31,"64137","MO","Kansas City","Jackson","Kansas City",9229,933,-0.00213903743315508,-0.0126984126984127,0.015233949945593,3066
2016-03-31,"34947","FL","Port St. Lucie","Saint Lucie","Fort Pierce",9230,974,0.0114226375908619,0.0241850683491062,0.046186895810956,2860
2016-03-31,"19444","PA","Philadelphia","Montgomery","Whitemarsh Township",9231,2235,0.00179291797400269,-0.011499336576736,-0.0349740932642487,3414
2016-03-31,"46001","IN","Indianapolis","Madison","Alexandria",9232,731,0.0209497206703911,0.0238095238095238,0.065597667638484,4772
2016-03-31,"08103","NJ","Philadelphia","Camden","Camden",9233,1302,-0.0173584905660377,-0.0633093525179856,-0.0210526315789474,5218
2016-03-31,"97479","OR","Roseburg","Douglas","Sutherlin",9234,888,0.00680272108843537,-0.00336700336700337,0.0254041570438799,2936
2016-03-31,"28377","NC","Lumberton","Robeson","Red Springs",9235,794,0,-0.0050125313283208,0.00506329113924051,1567
2016-03-31,"73045","OK","Oklahoma City","Oklahoma","Harrah",9236,1105,0.00272232304900181,-0.00985663082437276,-0.0212577502214349,3613
2016-03-31,"07078","NJ","New York","Essex","Short Hills",9237,6869,-0.0037708484408992,0.01402421021553,0.0920508744038156,4422
2016-03-31,"55806","MN","Duluth","Saint Louis","Duluth",9238,977,0,-0.035538005923001,0.0051440329218107,2896
2016-03-31,"60410","IL","Chicago","Will","Channahon",9239,1653,0.00977397678680513,0.0191122071516646,0.0569053708439898,4627
2016-03-31,"56721","MN","Grand Forks","Polk","East Grand Forks",9240,1284,0.00626959247648903,0.0134175217048145,0.019047619047619,3054
2016-03-31,"43351","OH",,"Wyandot","Upper Sandusky",9241,949,-0.00105263157894737,-0.00628272251308901,0.0171489817792069,2064
2016-03-31,"77562","TX","Houston","Harris","Highlands",9242,1347,0.00297840655249442,0.00898876404494382,0.0290297937356761,3111
2016-03-31,"93465","CA","San Luis Obispo","San Luis Obispo","Templeton",9243,2391,0.0118493440541684,0.0386620330147698,0.0640854472630174,3029
2016-03-31,"60915","IL","Kankakee","Kankakee","Bradley",9244,1056,0.0153846153846154,0.0414201183431953,0.0173410404624277,3829
2016-03-31,"30268","GA","Atlanta","Fulton","Palmetto",9245,1124,0,0.00988319856244385,0.0544090056285178,4042
2016-03-31,"67410","KS",,"Dickinson","Abilene",9246,1000,0.00401606425702811,0.0101010101010101,-0.00596421471172962,3368
2016-03-31,"48040","MI","Detroit","Saint Clair","Marysville",9247,994,0.00505561172901921,0.0408376963350785,0.0343392299687825,4217
2016-03-31,"80487","CO","Steamboat Springs, CO","Routt","Steamboat Springs",9248,2192,0.00091324200913242,0.00458295142071494,0.0553683196918633,14053
2016-03-31,"44026","OH","Cleveland","Geauga","Chesterland",9249,1664,-0.013633669235329,-0.0130486358244365,-0.0447761194029851,4171
2016-03-31,"30546","GA",,"Towns","Hiawassee",9250,1151,0.0105355575065847,0.0313620071684588,0.0406871609403255,3807
2016-03-31,"77418","TX","Houston","Austin","Bellville",9251,1593,0.00759013282732448,0.0146496815286624,0.0763513513513513,2452
2016-03-31,"92657","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Newport Coast",9252,6589,0.0415744546316788,0.135838648508878,0.37643618132442,4589
2016-03-31,"32561","FL","Pensacola","Santa Rosa","Gulf Breeze",9253,1989,-0.00250752256770311,0.00100654252642174,0.0602345415778252,6550
2016-03-31,"03077","NH","Boston","Rockingham","Town of Raymond",9254,1623,0.00185185185185185,0.00123380629241209,0.0074487895716946,3702
2016-03-31,"94574","CA","Napa","Napa","Saint Helena",9255,3907,-0.0153729838709677,-0.0596871239470517,0.0971637180567256,1945
2016-03-31,"33972","FL","Fort Myers","Lee","Lehigh Acres",9256,1200,0.0143702451394759,0.0398613518197574,0.129943502824859,5325
2016-03-31,"14006","NY","Buffalo","Erie","Lake Erie Beach",9257,1189,0.00677392040643522,0.0339130434782609,0.0750452079566004,3932
2016-03-31,"38068","TN","Memphis","Fayette","Somerville",9258,1082,-0.00368324125230203,-0.0073394495412844,0.0217186024551464,5388
2016-03-31,"50616","IA",,"Floyd","Charles City",9259,863,-0.00804597701149425,-0.034675615212528,-0.0379041248606466,4360
2016-03-31,"45152","OH","Cincinnati","Warren","Morrow",9260,1522,0.000657462195923734,0.00197498354180382,0.0112956810631229,4195
2016-03-31,"14103","NY","Rochester","Orleans","Medina",9261,1216,-0.000821692686935086,-0.0333863275039746,-0.125808770668584,3109
2016-03-31,"35634","AL","Florence","Lauderdale","Florence",9262,1075,0.00186393289841566,-0.0137614678899083,0.0570304818092429,4020
2016-03-31,"02769","MA","Providence","Bristol","Rehoboth",9263,2198,-0.00542986425339366,-0.00767494356659142,0.138270326255826,4106
2016-03-31,"81050","CO",,"Otero","La Junta",9264,839,0.00599520383693046,-0.00119047619047619,-0.0367393800229621,3458
2016-03-31,"98951","WA","Yakima","Yakima","Wapato",9265,874,0.00691244239631336,-0.00568828213879408,-0.0331858407079646,2333
2016-03-31,"32680","FL",,"Dixie","Old Town",9266,1011,0.00497017892644135,0.00497017892644135,0.0295315682281059,1471
2016-03-31,"48138","MI","Detroit","Wayne","Grosse Ile",9267,1558,0.00321957501609787,-0.0182734719596723,0.0110317975340688,5210
2016-03-31,"61072","IL","Rockford","Winnebago","Rockton",9268,1211,-0.00247116968698517,-0.0098119378577269,-0.0388888888888889,3576
2016-03-31,"87004","NM","Albuquerque","Sandoval","Bernalillo",9269,1225,-0.0032546786004882,-0.02,0.0174418604651163,3064
2016-03-31,"28621","NC","Mount Airy","Surry","Elkin",9270,1003,0,0.000998003992015968,0.0393782383419689,2367
2016-03-31,"48809","MI","Ionia, MI","Ionia","Belding",9271,963,0.00417101147028154,0.0136842105263158,0.0735785953177258,3536
2016-03-31,"13165","NY","Seneca Falls","Seneca","Town of Waterloo",9272,1273,0.00315208825847124,-0.016988416988417,-0.0868005738880918,2827
2016-03-31,"37397","TN","Chattanooga","Marion","Whitwell",9273,929,0.00759219088937093,0.00978260869565217,0.0253863134657837,3542
2016-03-31,"08629","NJ","Trenton","Mercer","Trenton",9274,1435,0.00209497206703911,-0.012388162422574,0.087945413191812,3502
2016-03-31,"59711","MT",,"Deer Lodge","Anaconda",9275,809,-0.00369458128078818,-0.0193939393939394,0.0188916876574307,3150
2016-03-31,"28138","NC","Charlotte","Rowan","Rockwell",9276,1015,0.0211267605633803,0.0453141091658084,0.0529045643153527,2591
2016-03-31,"41339","KY",,"Breathitt","Jackson",9277,777,0.0170157068062827,0.0471698113207547,0.0318725099601594,161
2016-03-31,"13350","NY","Utica","Herkimer","Town of Herkimer",9278,1220,0.00577081615828524,-0.00326797385620915,-0.0976331360946746,2902
2016-03-31,"42539","KY",,"Casey","Liberty",9279,825,0.0122699386503067,0.0248447204968944,0.00979192166462668,1683
2016-03-31,"27298","NC","Greensboro","Randolph","Liberty",9280,875,0.00574712643678161,0.00806451612903226,-0.0437158469945355,3676
2016-03-31,"06608","CT","Stamford","Fairfield","Bridgeport",9281,1397,0.00939306358381503,0.0371195248700817,0.108730158730159,1914
2016-03-31,"70443","LA","Hammond","Tangipahoa","Independence",9282,1158,-0.00686106346483705,-0.0413907284768212,0.0339285714285714,1964
2016-03-31,"93730","CA","Fresno","Fresno","Fresno",9283,2064,0.00486854917234664,0.0177514792899408,0.0371859296482412,4193
2016-03-31,"83340","ID","Hailey, ID","Blaine","Ketchum",9284,3207,-0.0165593376264949,-0.0204642638973732,0.0682878081279147,3543
2016-03-31,"07853","NJ","New York","Morris","Long Valley",9285,2552,0.0122967076556922,0.0163281561131024,-0.0233448143895905,4405
2016-03-31,"66224","KS","Kansas City","Johnson","Leawood",9286,2911,-0.00648464163822526,-0.0138888888888889,0.00137598899208806,4230
2016-03-31,"46184","IN","Indianapolis","Johnson","New Whiteland",9287,1121,0,-0.00266903914590747,0.00718778077268643,4565
2016-03-31,"81505","CO","Grand Junction","Mesa","Grand Junction",9288,1240,-0.00241351568785197,-0.008792965627498,0.0122448979591837,3761
2016-03-31,"95391","CA","Stockton","San Joaquin","Tracy",9289,2446,0.00369306524415265,0.0065843621399177,0.0579584775086505,4376
2016-03-31,"12572","NY","New York","Dutchess","Town of Rhinebeck",9290,1929,0.00416449765747007,0.00155763239875389,0.024429102496017,3574
2016-03-31,"90755","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Signal Hill",9291,2168,0.00978108989287378,0.0216776625824694,0.0611845325501713,3414
2016-03-31,"11766","NY","New York","Suffolk","Mount Sinai",9292,2962,0.029186935371786,0.0826023391812866,0.193873438129786,4474
2016-03-31,"44062","OH","Cleveland","Geauga","Middlefield",9293,1021,0.0251004016064257,-0.0413145539906103,-0.152697095435685,2914
2016-03-31,"37381","TN","Dayton, TN","Rhea","Spring City",9294,1086,-0.00183823529411765,0,0.0492753623188406,3905
2016-03-31,"78362","TX","Corpus Christi","San Patricio","Ingleside",9295,1321,-0.0127055306427504,-0.0243722304283604,0.0145929339477727,3320
